Subject,ckOrder,ckCode,ckAlignCode,StrandCode,Strand/Domain,Category/Cluster,CCSS Standard,,,GRADE,STRAND,#,letter,merged for check against ckCode,PARSED CODES are grouped here - these have been checked against column C and all miskeys should be corrected as of 4/9/12
Math,816,1.OA.2,1OA.2,OA1.2,Operations & Algebraic Thinking,Represent and solve problems involving addition and subtraction.,"Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",,,1,OA,2,,1.OA.2,
Math,817,1.OA.3,1OA.3,OA1.3,Operations & Algebraic Thinking,Understand and apply properties of operations and the relationship between addition and subtraction.,"Apply properties of operations as strategies to add and subtract.   Examples: If 8 + 3 = 11 is known, then 3 + 8 = 11 is also known. (Commutative property of addition.)  To add 2 + 6 + 4, the second two numbers can be added to make a ten, so 2 + 6 + 4 = 2 + 10 = 12. (Associative property of addition.) (Students need not use formal terms for these properties.)",,,1,OA,3,,1.OA.3,
Math,818,1.OA.4,1OA.4,OA1.4,Operations & Algebraic Thinking,Understand and apply properties of operations and the relationship between addition and subtraction.,"Understand subtraction as an unknown-addend problem. For example, subtract 10 – 8 by finding the number that makes 10 when added to 8.",,,1,OA,4,,1.OA.4,
Math,819,1.OA.5,1OA.5,OA1.5,Operations & Algebraic Thinking,Add and subtract within 20.,"Relate counting to addition and subtraction (e.g., by counting on 2 to add 2).",,,1,OA,5,,1.OA.5,
Math,820,1.OA.6,1OA.6,OA1.6,Operations & Algebraic Thinking,Add and subtract within 20.,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",,,1,OA,6,,1.OA.6,
Math,821,1.OA.7,1OA.7,OA1.7,Operations & Algebraic Thinking,Work with addition and subtraction equations.,"Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6,  7 = 8 – 1,  5 + 2 = 2 + 5,  4 + 1 = 5 + 2.",,,1,OA,7,,1.OA.7,
Math,822,1.OA.8,1OA.8,OA1.8,Operations & Algebraic Thinking,Work with addition and subtraction equations.,"Determine the unknown whole number in an addition or subtraction equation relating three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = ＿ – 3,  6 + 6 = ＿. ",,,1,OA,8,,1.OA.8,
Math,823,1.NBT.1,1NBT.1,NBT1.1,Numbers & Operations in Base Ten,Extend the counting sequence.,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",,,1,NBT,1,,1.NBT.1,
Math,824,1.NBT.2,1NBT.2,NBT1.2,Numbers & Operations in Base Ten,Understand place value.,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,,,1,NBT,2,,1.NBT.2,
Math,825,1.NBT.2.a,1NBT.2.a,NBT1.2.a,Numbers & Operations in Base Ten,Understand place value.,10 can be thought of as a bundle of ten ones — called a “ten.”,,,1,NBT,2,a,1.NBT.2.a,
Math,826,1.NBT.2.b,1NBT.2.b,NBT1.2.b,Numbers & Operations in Base Ten,Understand place value.,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones. ",,,1,NBT,2,b,1.NBT.2.b,
Math,827,1.NBT.2.c,1NBT.2.c,NBT1.2.c,Numbers & Operations in Base Ten,Understand place value.,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",,,1,NBT,2,c,1.NBT.2.c,
Math,828,1.NBT.3,1NBT.3,NBT1.3,Numbers & Operations in Base Ten,Understand place value.,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",,,1,NBT,3,,1.NBT.3,
Math,829,1.NBT.4,1NBT.4,NBT1.4,Numbers & Operations in Base Ten,Use place value understanding and properties of operations to add and subtract.,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",,,1,NBT,4,,1.NBT.4,
Math,830,1.NBT.5,1NBT.5,NBT1.5,Numbers & Operations in Base Ten,Use place value understanding and properties of operations to add and subtract.,"Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used.",,,1,NBT,5,,1.NBT.5,
Math,831,1.NBT.6,1NBT.6,NBT1.6,Numbers & Operations in Base Ten,Use place value understanding and properties of operations to add and subtract.,"Subtract multiples of 10 in the range 10-90 from multiples of 10 in the range 10-90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",,,1,NBT,6,,1.NBT.6,
Math,832,1.MD.1,1MD.1,MD1.1,Measurement & Data,Measure lengths indirectly and by iterating length units.,Order three objects by length; compare the lengths of two objects indirectly by using a third object.,,,1,MD,1,,1.MD.1,
Math,833,1.MD.2,1MD.2,MD1.2,Measurement & Data,Measure lengths indirectly and by iterating length units.,"Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps. Limit to contexts where the object being measured is spanned by a whole number of length units with no gaps or overlaps.",,,1,MD,2,,1.MD.2,
Math,834,1.MD.3,1MD.3,MD1.3,Measurement & Data,Tell and write time.,Tell and write time in hours and half-hours using analog and digital clocks.,,,1,MD,3,,1.MD.3,
Math,835,1.MD.4,1MD.4,MD1.4,Measurement & Data,Represent and interpret data.,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",,,1,MD,4,,1.MD.4,
Math,836,1.G.1,1G.1,G1.1,Geometry,Reason with shapes and their attributes.,"Distinguish between defining attributes (e.g., triangles are closed and three-sided) versus non-defining attributes (e.g., color, orientation, overall size); for a wide variety of shapes; build and draw shapes to possess defining attributes.",,,1,G,1,,1.G.1,
Math,837,1.G.2,1G.2,G1.2,Geometry,Reason with shapes and their attributes.,"Compose two-dimensional shapes (rectangles, squares, trapezoids, triangles, half-circles, and quarter-circles) or three-dimensional shapes (cubes, right rectangular prisms, right circular cones, and right circular cylinders) to create a composite shape, and compose new shapes from the composite shape. (Students do not need to learn formal names such as “right rectangular prism.”)",,,1,G,2,,1.G.2,
Math,838,1.G.3,1G.3,G1.3,Geometry,Reason with shapes and their attributes.,"Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",,,1,G,3,,1.G.3,
Math,839,2.OA.1,2OA.1,OA2.1,Operations & Algebraic Thinking,Represent and solve problems involving addition and subtraction.,"Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",,,2,OA,1,,2.OA.1,
Math,840,2.OA.2,2OA.2,OA2.2,Operations & Algebraic Thinking,Add and subtract within 20.,"Fluently add and subtract within 20 using mental strategies. By end of Grade 2, know from memory all sums of two one-digit numbers.",,,2,OA,2,,2.OA.2,
Math,841,2.OA.3,2OA.3,OA2.3,Operations & Algebraic Thinking,Work with equal groups of objects to gain foundations for multiplication.,"Determine whether a group of objects (up to 20) has an odd or even number of members, e.g., by pairing objects or counting them by 2s; write an equation to express an even number as a sum of two equal addends.",,,2,OA,3,,2.OA.3,
Math,842,2.OA.4,2OA.4,OA2.4,Operations & Algebraic Thinking,Work with equal groups of objects to gain foundations for multiplication.,Use addition to find the total number of objects arranged in rectangular arrays with up to 5 rows and up to 5 columns; write an equation to express the total as a sum of equal addends.,,,2,OA,4,,2.OA.4,
Math,843,2.NBT.1,2NBT.1,NBT2.1,Numbers & Operations in Base Ten,Understand place value.,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:",,,2,NBT,1,,2.NBT.1,
Math,844,2.NBT.1.a,2NBT.1.a,NBT2.1.a,Numbers & Operations in Base Ten,Understand place value.,"100 can be thought of as a bundle of ten tens — called a “hundred.”
",,,2,NBT,1,a,2.NBT.1.a,
Math,845,2.NBT.1.b,2NBT.1.b,NBT2.1.b,Numbers & Operations in Base Ten,Understand place value.,"The numbers 100, 200, 300, 400, 500, 600, 700, 800, 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds (and 0 tens and 0 ones).",,,2,NBT,1,b,2.NBT.1.b,
Math,846,2.NBT.2,2NBT.2,NBT2.2,Numbers & Operations in Base Ten,Understand place value.,"Count within 1000; skip-count by 5s, 10s, and 100s.",,,2,NBT,2,,2.NBT.2,
Math,847,2.NBT.3,2NBT.3,NBT2.3,Numbers & Operations in Base Ten,Understand place value.,"Read and write numbers to 1000 using base-ten numerals, number names, and expanded form.",,,2,NBT,3,,2.NBT.3,
Math,848,2.NBT.4,2NBT.4,NBT2.4,Numbers & Operations in Base Ten,Understand place value.,"Compare two three-digit numbers based on meanings of the hundreds, tens, and ones digits, using >, =, and < symbols to record the results of comparisons.",,,2,NBT,4,,2.NBT.4,
Math,849,2.NBT.5,2NBT.5,NBT2.5,Numbers & Operations in Base Ten,Use place value understanding and properties of operations to add and subtract.,"Fluently add and subtract within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction.",,,2,NBT,5,,2.NBT.5,
Math,850,2.NBT.6,2NBT.6,NBT2.6,Numbers & Operations in Base Ten,Use place value understanding and properties of operations to add and subtract.,Add up to four two-digit numbers using strategies based on place value and properties of operations.,,,2,NBT,6,,2.NBT.6,
Math,851,2.NBT.7,2NBT.7,NBT2.7,Numbers & Operations in Base Ten,Use place value understanding and properties of operations to add and subtract.,"Add and subtract within 1000, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method. Understand that in adding or subtracting three-digit numbers, one adds or subtracts hundreds and hundreds, tens and tens, ones and ones; and sometimes it is necessary to compose or decompose tens or hundreds.",,,2,NBT,7,,2.NBT.7,
Math,852,2.NBT.8,2NBT.8,NBT2.8,Numbers & Operations in Base Ten,Use place value understanding and properties of operations to add and subtract.,"Mentally add 10 or 100 to a given number 100-900, and mentally subtract 10 or 100 from a given number 100-900.",,,2,NBT,8,,2.NBT.8,
Math,853,2.NBT.9,2NBT.9,NBT2.9,Numbers & Operations in Base Ten,Use place value understanding and properties of operations to add and subtract.,"Explain why addition and subtraction strategies work, using place value and the properties of operations. (Explanations may be supported by drawings or objects.)",,,2,NBT,9,,2.NBT.9,
Math,854,2.MD.1,2MD.1,MD2.1,Measurement & Data,Measure and estimate lengths in standard units.,"Measure the length of an object by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes.",,,2,MD,1,,2.MD.1,
Math,855,2.MD.2,2MD.2,MD2.2,Measurement & Data,Measure and estimate lengths in standard units.,"Measure the length of an object twice, using length units of different lengths for the two measurements; describe how the two measurements relate to the size of the unit chosen.",,,2,MD,2,,2.MD.2,
Math,856,2.MD.3,2MD.3,MD2.3,Measurement & Data,Measure and estimate lengths in standard units.,"Estimate lengths using units of inches, feet, centimeters, and meters.",,,2,MD,3,,2.MD.3,
Math,857,2.MD.4,2MD.4,MD2.4,Measurement & Data,Measure and estimate lengths in standard units.,"Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit.",,,2,MD,4,,2.MD.4,
Math,858,2.MD.5,2MD.5,MD2.5,Measurement & Data,Relate addition and subtraction to length.,"Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units, e.g., by using drawings (such as drawings of rulers) and equations with a symbol for the unknown number to represent the problem.",,,2,MD,5,,2.MD.5,
Math,859,2.MD.6,2MD.6,MD2.6,Measurement & Data,Relate addition and subtraction to length.,"Represent whole numbers as lengths from 0 on a number line diagram with equally spaced points corresponding to the numbers 0, 1, 2, … , and represent whole-number sums and differences within 100 on a number line diagram.",,,2,MD,6,,2.MD.6,
Math,860,2.MD.7,2MD.7,MD2.7,Measurement & Data,Work with time and money.,"Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m.",,,2,MD,7,,2.MD.7,
